"samples","CAR(12:1)","CE(20:3)","CE(20:4)","DG(34:1)","DG(36:2)","DG(36:3)","DG(36:4)","DG(34:2)","DG(34:3)","DG(34:4)","DG(36:5)","DG(36:6)","DGDG(32:0)","DGDG(32:1)","DGDG(34:0)","DGDG(34:1)","DGDG(34:2)","DGDG(34:4)","DGDG(34:5)","DGDG(36:1)","DGDG(36:2)","DGDG(36:3)","DGDG(36:4)","DGDG(36:6)","DGDG(38:2)","DGDG(38:5)","DGDG(38:6)","DGDG(40:2)","DGDG(42:2)","DGDG(42:3)","DGDG(44:2)","GlcCER(40:1)","GlcCER(34:3)","GlcCER(36:3)","GlcCER(38:3)","GlcCER(40:3)","GlcCER(42:3)","LPC(16:0)","LPC(18:0)","LPC(18:1)","LPC(18:2)","LPC(18:3)","LPC(20:1)","LPC(16:1)","LPE(18:2)","LPE(18:3)","MGDG(34:1)","MGDG(34:2)","MGDG(34:3)","MGDG(34:4)","MGDG(34:6)","MGDG(36:3)","MGDG(36:4)","MGDG(36:6)","MGDG(36:7)","MGDG(38:1)","MGDG(38:5)","MGDG(38:6)","PC(30:0)","PC(32:0)","PC(32:1)","PC(32:2)","PC(34:0)","PC(34:1)","PC(34:2)","PC(34:4)","PC(36:1)","PC(36:2)","PC(36:3)","PC(36:4)","PC(36:5)","PC(38:2)","PC(38:3)","PC(38:4)","PC(38:5)","PC(40:6)","PC(34:3)","PC(36:6)","PC(42:3)","PC(44:2)","PE(34:2)","PE(34:1)","PE(34:4)","PE(36:2)","PE(36:3)","PE(36:5)","PE(36:6)","PE(38:7)","PE(42:3)","PE(44:2)","PG(32:0)","PG(32:1)","PG(34:2)","PG(34:3)","PG(34:4)","PG(34:5)","PG(36:6)","PG(36:7)","PS(42:2)","SQDG(32:1)","SQDG(34:1)","SQDG(34:3)","SQDG(34:4)","SQDG(36:3)","SQDG(36:5)","SQDG(38:6)","SQDG(32:0)","SQDG(36:4)","TG(42:0)","TG(44:1)","TG(46:0)","TG(46:1)","TG(46:2)","TG(48:0)","TG(48:1)","TG(48:2)","TG(50:0)","TG(50:2)","TG(50:4)","TG(50:5)","TG(52:0)","TG(52:3)","TG(52:4)","TG(52:5)","TG(52:6)","TG(54:3)","TG(54:4)","TG(54:5)","TG(54:6)","TG(54:8)","TG(56:3)","TG(56:5)","TG(56:6)","TG(56:7)","TG(58:6)","TG(46:3)","TG(48:3)","TG(48:5)","TG(48:6)","TG(40:1)","TG(40:2)","TG(50:3)","TG(52:1)","TG(52:2)","TG(54:1)","TG(54:2)","TG(54:7)","TG(54:9)","TG(56:4)","TG(56:8)","TG(58:15)"
"D11C14B",3293,53134,0,0,3877,0,7717,5425,43930,2571,44106,42190,96662,519,5438,19245,246120,12261,1239,0,14963,520615,35264,1396533,0,2726,21601,0,13172,4970,11871,0,17392,90539,53167,35734,"13696",31189,5426,24895,284848,291922,0,0,573,5703,6266,44000,613699,8358,0,82462,82221,1511130,11118,14132,5128,11593,0,4982,5334,9126,4909,250402,1444279,13885,22576,160292,603320,15824,1153996,5834,7628,8530,19223,4931,1369062,1144361,3544,1989,204511,18924,54897,5562,26145,40366,27866,8101,10725,0,56620,88919,47148,203792,500876,2301,2288,0,27621,3125,3919,869230,2718,59472,44756,2293,250215,6430,10308,0,57049,104047,55016,62787,140865,99878,28741,47314,9955,3820,17654,84043,180108,543912,517886,13104,13810,82728,115305,1691003,0,6098,14397,4153,5996,64066,23084,0,3374,3568,125852,60947,33290,46104,19029,17832,360610,147206,3301,0,1475
"D11C210C",43007,26568,0,0,2365,1831,27185,5234,42390,9033,80122,33553,217169,4826,13031,37810,319850,31223,490,2688,21788,638770,99495,1733626,1067,7170,50908,761,8193,3028,4315,0,15742,72686,0,37432,"23428",38509,4822,49925,1147923,355237,0,1252,456,0,10347,96973,1009954,46843,20502,89674,341017,1297192,16521,27017,15914,55533,0,37137,9394,11774,2572,397564,902625,27030,34912,383567,322673,38484,1649395,8439,11183,36225,58564,2195,1711132,667475,2753,4207,48347,5781,22656,1801,2578,9002,2762,3004,465,0,74096,122557,117669,534318,1211892,7754,218,0,0,2630,6823,1130941,1329,61187,43380,4480,460446,21881,2431,0,2919,2669,2873,9030,6911,3743,6240,11944,1046,1427,5936,31679,109378,226466,104712,5601,13508,54453,86468,146789,1571,2920,2937,3564,2499,51017,1294,2874,4357,0,18210,8791,2796,10061,0,3117,173132,9375,2022,0,1053
"D11C212T",85138,15107,0,0,0,0,23203,0,28316,10004,66635,17437,178947,1269,11711,40981,262024,18537,3052,1001,13397,486103,97296,1597080,1100,4059,35111,726,9054,1844,6377,0,19319,90935,0,44880,"17965",99296,12193,159121,2087633,408345,0,2285,2128,0,7465,98063,680931,23121,12033,76077,390560,1506384,9129,31679,10977,33135,2340,12321,10191,10719,3512,481067,1372888,20741,41915,534364,263276,34507,1103805,10935,17282,42717,46845,2970,1573300,432244,1741,5419,29766,1947,28436,1572,1321,470,0,1941,572,0,111434,110417,118805,733936,949424,14935,6184,0,0,6562,8371,1166983,5322,74995,63657,4853,491969,32666,2708,0,6721,7392,4342,9164,10290,6200,6458,9953,1283,922,5930,23296,67020,82458,36209,7958,11919,39854,48384,65135,815,1928,1656,2290,834,53792,1295,3449,3975,655,15738,5341,2204,8936,2429,2593,62577,3854,1570,0,10065
"D12C23A",1168,12680,0,0,0,5685,5490,21747,32784,3891,48994,38946,123081,2282,4007,14188,367383,23623,1484,10096,33154,1043020,55460,1439618,0,2633,39275,3466,41667,6241,7583,5323,22639,161616,111059,71293,"13128",48662,2559,13867,146466,90098,0,672,284,3562,4821,79014,1170452,15495,0,35435,185857,936998,30028,16860,6985,33856,0,24044,7764,10712,3361,444365,1320385,30563,14960,333777,254597,18772,1476334,2258,5953,8753,38108,0,1366560,1552223,14797,4111,358798,31174,33458,5540,41898,108332,57245,6041,6276,4042,75236,173312,64347,387565,1020169,1155,438,0,0,4660,3984,501063,2301,99302,70827,2739,266846,10603,925,0,3180,4844,5138,2701,5127,2129,683,13331,956,360,1120,38708,97580,276132,537882,1643,15087,43803,112796,485145,0,8125,3202,569,19692,25634,3819,0,0,17615,42830,90218,3116,25121,0,1865,299049,386419,590,4410,1460
"D12C18A",32208,17441,0,0,0,4155,10815,23909,29646,7890,52568,27248,135329,2822,5765,10539,208720,25909,2849,7318,16044,471550,70266,1347251,782,5691,42169,1838,19803,2117,4640,0,13785,84562,76245,55530,"10982",46897,4448,90315,1480440,922930,1245,0,724,0,2957,48281,570761,19099,12058,13267,171048,1272073,13040,21152,9659,36076,1963,29796,6937,7435,2132,314171,1392070,25324,17387,203185,224671,32981,1435161,1660,7528,9954,44797,964,1104193,1156685,13935,6232,16730,1938,27215,877,0,4814,2170,0,473,1032,82181,114954,94013,459727,840667,11974,4966,1666,0,5999,4152,771639,4983,58902,123505,4506,456916,18435,746,0,2008,4427,2260,3995,9464,3109,1838,4192,1265,1133,1828,24593,111359,293507,459190,2239,11655,34688,137365,814583,0,2904,7258,1975,15253,39638,4106,0,1995,10875,41008,36241,5131,23829,0,4443,579004,403409,803,5836,15661
"D12C110A",38162,21398,0,1271,5285,8223,26786,37134,48356,9864,74346,23881,159046,1051,15528,46726,280096,29432,0,7435,46912,789959,102077,1385465,2847,762,49966,1811,26946,2573,7373,0,26624,113578,128662,78391,"17219",84140,15949,85900,1594791,247812,3976,3037,8055,0,5103,138213,1155471,45606,20368,39732,338291,452793,14921,28849,7767,57416,0,70961,17311,21705,8801,437883,470733,38022,57783,1125593,356185,36593,1278077,15935,25291,49389,64726,2717,1254349,584425,23520,19473,106051,13318,47235,1328,7773,20235,1152,2703,1520,3873,110598,158022,98778,685820,1065942,10882,6060,3291,0,8382,7333,1266130,6015,137301,174679,6032,549371,27866,1651,0,3938,3613,5808,5592,7119,4046,7467,1779,2404,6627,7751,27127,74156,111220,74184,4592,12328,22023,46557,66764,837,1773,3422,1263,22881,68043,5885,15810,17704,1584,23205,13138,3373,13946,1169,3850,98781,10912,1667,0,12085
"D12C212A",60318,9357,0,0,3749,5155,18835,23068,19688,6873,59660,16094,156288,1333,13070,40340,254218,22996,820,7049,25118,657085,90719,1234708,538,6540,44844,1724,16276,1885,3383,0,17501,91183,100342,76521,"15291",88745,11121,101118,1408683,269660,0,1951,541,0,7369,128199,780853,38772,15578,59525,484712,1038932,10103,27239,14667,49847,1553,41726,13117,16828,3881,711634,1221299,29017,69001,924679,654906,35462,1321029,10785,41115,63918,63919,3108,1226778,489460,11898,5128,102234,9314,27170,764,4491,15635,251,2776,1876,2995,91417,93674,117078,687451,942836,11952,5763,2125,0,5030,6510,888497,472,71938,97852,3956,376234,28470,1200,0,3319,2717,3890,6262,9075,5837,9016,3884,2622,2397,13619,31871,134472,171097,70452,7474,26892,105495,158487,185836,1437,4590,6773,4084,10162,49752,2197,4050,1153,922,19865,9278,2745,7390,1763,1864,327783,16807,2887,336,2338
"D12C210A",29254,17715,0,0,2815,4922,18617,28988,39070,7770,76110,24633,204963,4543,13642,35704,262680,31878,4226,6085,22549,653642,87172,1226517,1660,8585,69057,1460,17124,3095,6139,0,17513,84601,98625,77718,"18154",74833,4898,106975,1378019,563086,0,2500,2255,2479,5153,88838,676058,34655,17379,20671,264751,967591,13833,28993,12364,54523,0,27251,11198,11659,3126,527667,751567,36430,33703,426321,336704,34683,1265263,7048,7040,34027,62180,3573,1053049,976052,15632,9628,51142,9269,25354,1986,3352,12668,3019,2810,521,695,117546,140275,124887,706810,939654,19689,6875,0,0,5494,5611,1027585,4464,90903,10455,6340,593748,26053,1770,0,3545,3525,5851,6682,6125,7768,13852,3773,1974,1640,16303,28563,214082,480411,269486,5315,15377,66331,124020,575903,1641,4418,7115,5652,23029,69846,2817,2075,1212,757,26260,18773,4262,12199,2338,3546,407853,62117,2193,0,0
"D12C26A",3826,42101,0,0,3072,4387,10963,23300,56088,11075,83397,46160,146139,4568,7125,18107,214178,29732,2980,2137,18608,410866,64754,1247320,0,4278,41023,2641,12092,5950,9422,0,20645,93771,81773,58638,"25105",48102,4818,118265,1409365,1058488,0,411,570,487,5592,56132,697947,23888,0,72389,139556,1378809,16539,25052,3840,22911,0,18012,6763,7781,3376,399023,930478,24987,24564,251123,201977,32853,1249455,6077,6425,13402,31316,7264,1179696,897307,9818,2754,59654,16817,42784,3147,4712,14569,5605,2826,1197,0,111002,158599,95293,464232,786521,8143,4620,0,16352,4386,4904,1073942,5701,82745,78354,4139,461783,12167,1680,0,4797,3925,1859,5392,3284,3795,11605,10750,3446,2159,10830,33717,208211,557881,390733,11985,20647,85422,122870,694561,2060,4571,12429,4044,27537,88498,1689,0,7054,826,25207,31985,4293,15693,2049,4717,378294,57209,2145,565,8264
"D12C13A",5816,28573,1139,0,3192,1692,10304,8472,29304,3153,49057,23092,155127,601,6682,14023,180867,15356,1581,0,21132,833590,36846,1615851,2557,1044,23572,1773,11023,4144,12039,0,18494,31425,55922,39440,"12766",50746,5536,37457,537176,186548,0,565,6096,110,4532,62435,779633,20837,0,91837,181293,1688803,15931,15337,6539,23011,0,25840,8065,12267,3909,347394,1621282,21753,44949,552599,800218,30204,1598787,11479,8370,17152,37392,1961,1429564,1170989,8423,2078,283749,28085,36750,6111,28919,65434,23699,5109,11016,0,79261,156536,77087,392060,803524,3741,702,1471,11563,2997,0,881141,3078,71289,8102,2288,208625,10407,2618,0,6802,7739,4303,10909,11902,8862,10007,20177,2886,2244,9988,38884,112434,318697,246336,8294,17617,56380,32152,234179,3189,5728,11022,1954,5973,41731,1997,2063,4256,639,28829,24847,3984,14906,3210,5953,203243,22897,2848,0,0
"D12C112A",106386,6219,0,2763,6307,4380,53101,23203,23100,5370,55225,11228,156870,4250,11127,60418,243621,19651,0,8181,35431,539662,105811,1368686,2773,6178,35590,1035,7708,1102,4312,0,21328,105053,90168,57656,"18427",110871,10817,255441,1201200,60069,0,353,2584,0,12254,98689,480457,30088,11332,112863,480915,1116151,6884,33669,11029,33027,2698,14175,11829,27728,5164,1018552,534983,21943,105458,1257385,1112205,43549,1370210,7368,74855,90776,48219,4353,1199094,237264,4755,4227,81808,10882,17369,1736,4100,6432,0,3308,276,0,110972,85966,135392,847298,746089,27098,8470,0,0,6002,11657,976772,1201,72610,58771,374,490378,47711,1552,0,1496,2227,3560,7822,6298,5205,7771,6704,1250,2214,9022,32229,111966,80830,13002,6723,26762,135110,176582,78762,573,3364,2265,2450,1565,38098,1933,4660,3455,0,11405,3644,2335,7100,1522,2351,222671,3530,2733,0,7153
"D12C28A",17924,43617,0,0,2664,4160,13194,17301,53883,6750,70110,35492,153284,4047,8388,18478,204514,24460,414,2433,11359,243757,66855,1278245,0,4517,37678,1242,12624,3987,8853,0,17570,99540,82925,49700,"17257",70621,5446,140641,1220883,816503,0,330,0,0,4078,49354,526359,20339,10663,42094,149441,1419741,12663,27263,6174,21406,211,23835,7646,7161,3193,378763,1111952,28082,20756,208277,439980,30281,1357707,6348,5196,9297,32455,10073,1094995,1239654,9276,3192,26801,4226,37169,1853,0,6960,3534,2219,328,0,111087,129519,126747,513099,701190,15985,5945,0,0,3912,4381,984264,6367,55326,63014,925,513693,13483,3977,0,18286,31011,19237,20914,45490,39708,12942,23291,8486,2531,9830,53483,167082,514906,429285,10807,14419,74099,78067,786713,2787,4375,6635,4352,14407,75545,10803,0,3575,1698,59790,33538,11701,17116,6677,9295,360317,93038,2879,0,26990
"D12C24A",1693,23561,0,0,3558,1306,8827,11624,37265,7838,58923,33803,182360,2522,8811,26859,296335,24199,499,3071,27975,932251,63708,1628034,3432,5519,69995,0,10830,6897,14558,0,17947,85079,76819,54340,"23184",37701,2932,12858,91502,48079,0,0,871,0,9323,69848,901774,9796,12593,84562,161985,1147422,20886,24130,7545,42727,0,25534,5892,9270,3810,467840,1411732,23935,32593,288117,261717,39728,1154617,7816,5011,12090,41350,3018,1533329,1397212,6802,2579,211405,23898,24213,4644,18105,59639,24835,9737,10239,0,75789,141873,89299,398844,998311,4655,933,0,40339,721,3773,1191347,7063,93641,46912,4805,367426,9929,3943,0,15967,26913,17277,20660,44592,35825,11873,36429,4147,2404,10959,77628,144392,354799,313748,34338,30495,68012,88426,400499,3056,5523,4954,4480,8994,54937,10140,1494,4611,966,64688,44587,13722,45671,8677,14721,239740,48051,3754,0,0
"D12C16A",16886,23927,0,0,0,1268,17869,5721,38402,6224,60432,23941,205783,1446,7496,21073,206367,32307,112,1879,12890,456429,61874,1428216,0,5033,47786,1153,6877,3221,8203,0,17444,81376,55728,43369,"12945",41861,2027,82739,1309311,577267,0,1262,2220,0,4689,72179,756203,29942,0,69222,182206,1431704,21476,25604,8787,42388,2837,31050,10229,12467,2788,520668,1411028,30464,28891,299459,325638,51919,1445414,7656,6629,25669,53156,6679,1220438,1046285,4908,2580,60441,7606,32120,2354,3784,13936,4165,3005,1408,0,123979,219025,111751,593004,977152,10539,5122,0,0,4328,4054,1188702,7523,74408,81405,4232,436812,16397,2450,0,4845,2601,1703,9159,3002,3471,8275,11088,1093,1791,8625,30104,133382,332928,188766,4748,11764,45422,63729,289342,1384,3694,4631,3249,5107,66543,912,1432,4026,0,17716,16942,2906,7502,2092,3171,237756,23735,1774,0,7080
"D12C14A",12593,17440,0,0,0,635,11496,8088,24848,3069,44002,18250,192143,3038,7801,18331,210068,21713,66,3148,17833,891889,48277,1690370,2203,4241,47827,2107,9238,3378,9722,0,16211,84594,61239,42700,"12360",37212,2902,34253,611892,216490,0,0,810,3309,5329,77253,847554,24594,0,89082,200936,1591068,21206,16579,5978,40973,0,29024,8293,14904,3123,463281,699743,25543,38943,443344,593049,32403,1623248,10361,8194,24915,55550,1326,1615539,1206380,6051,2782,221354,32296,27298,4845,13363,53080,15779,5562,7115,0,98897,192108,105356,499513,1022619,595,629,1268,0,3738,4035,1117196,716,80173,16174,938,322210,14679,2461,0,1579,2188,2272,7909,7428,4994,6849,7601,2578,1410,5827,21229,97700,229167,144648,5774,11147,38774,63602,259197,0,2148,2082,1756,5786,46872,1390,1443,3557,684,15883,11105,4064,6232,2199,3223,233546,25339,1427,0,1860
"D13C26A",8845,19159,0,0,0,4501,10377,23265,38097,7367,57326,30538,184418,4261,6400,20258,290765,38316,874,10769,20629,715730,104152,1575550,1514,5637,56868,816,33482,4402,9528,0,23749,135248,118364,77135,"13828",56729,2651,19870,328898,139144,0,0,426,1038,4910,62947,1168718,41463,26648,30666,199636,1037505,31100,28119,8536,53068,0,37150,10608,14728,2429,392180,166438,33891,17559,322413,264056,49256,1717135,2023,8674,13817,60884,779,1361512,1362916,18079,7995,191919,21241,36244,3103,14192,53412,23036,6337,4573,5377,95297,197715,66314,451171,1212275,4854,508,0,0,7298,5608,1093939,5827,76427,93809,5252,587311,12775,0,0,2411,2531,1989,1687,3702,1707,1505,4423,465,569,901,25691,116672,332380,487260,903,8996,25297,109908,403245,0,4046,5688,1098,14810,49048,1712,0,2410,7671,27030,34828,2385,13511,407,2241,409743,151957,524,3134,2459
"D13C13A",1606,35486,0,0,0,5441,6408,19825,36869,3189,46091,23133,196497,260,5732,9222,356576,17827,283,12381,32070,914851,47098,1702273,3786,1265,35601,5646,43724,5942,15751,0,20896,129299,97542,66903,"14513",36518,1955,7540,196804,71763,0,0,307,504,6503,66550,1167412,23754,12501,98833,183283,1797472,21869,22675,6655,38928,0,19920,8228,14127,3359,353424,1470901,18891,30101,360702,180129,31345,1506461,6215,7418,12728,45822,1861,1587313,922838,11669,4250,279210,27630,44289,5651,29221,53131,22261,5116,17524,3750,83392,191538,58436,317482,886771,902,615,1710,0,798,3874,965532,3074,79508,53736,1012,317608,8378,2102,0,9228,5809,7406,12387,13473,5790,11138,4948,3397,2348,16966,47712,137184,320780,367738,6292,13198,30001,53833,250262,2384,4412,4056,2048,16971,59735,5850,2569,4724,3580,52607,43786,6319,24110,2836,5841,213765,70326,2024,0,2910
"D13C24A",786,15623,0,0,2336,5637,8183,9588,35215,3627,45881,23551,195989,3076,6438,6670,321302,21750,280,11677,27585,932056,50621,1797236,3805,3514,43158,2594,25115,5626,13384,0,17988,98038,96152,78762,"15011",30783,2173,3324,29803,14389,0,0,1182,1584,7131,60173,1297431,28747,17927,19458,155500,1613139,26314,23336,7580,50197,0,11217,8816,9677,3019,330377,1791492,19149,32136,305281,168157,29065,1670279,5438,6653,12680,51040,2365,1668032,1198750,11745,2474,258554,29003,22582,5038,31088,69818,34280,5636,18597,2326,67392,191580,48984,299620,977603,2176,293,1782,0,1169,3606,957218,536,63598,37834,3320,240566,6968,1669,0,5245,3159,3773,6997,9028,5888,12977,3553,2174,1337,21938,36244,93627,288962,327121,3997,10884,26754,50182,148096,2376,4211,10058,1915,13202,47105,2806,2161,991,0,39002,41374,4326,17096,1951,5016,124442,30599,2400,0,731
"D13C28A",16613,14802,0,0,4080,4322,19196,44289,28932,11698,80729,23786,178273,4514,10555,22117,326814,38015,4609,12985,33319,625367,137043,1313844,791,8009,65646,2490,24682,3430,7172,0,18172,74973,98882,75898,"18203",58503,4835,40436,518658,74672,0,1128,741,1818,10098,112448,916902,52911,24018,53168,398062,1278663,17705,27344,16404,69223,1086,35829,13204,19313,2730,661796,1311698,37273,43363,490076,553719,45943,1412219,5671,34984,58099,77305,1581,1223172,595869,10760,3893,188630,21255,28442,876,7782,36864,6245,8232,3333,3047,90534,161964,89213,511504,1125164,7403,5880,3709,0,6805,7912,1083634,5213,81547,154622,6727,567590,24398,1909,0,7142,6105,8631,11903,16923,4337,9104,6588,4003,2153,12984,36851,155534,245187,95550,7724,20329,80179,134213,213407,1506,3417,6535,3599,10485,43906,4941,4132,4211,1455,33950,9325,5277,16841,2750,4798,310726,12575,2516,0,2289
"D13C23A",735,37370,0,0,3982,5693,8164,26486,49639,8485,61869,33669,246588,672,7716,43572,414858,22183,1752,13223,34970,1162492,53163,1706417,4909,3915,37405,6509,34931,9993,21781,0,24516,114992,112863,66520,"22839",49423,4527,4792,51892,33529,0,0,3071,3059,7606,65961,1293381,14781,17478,130867,156829,1506698,26827,24718,6623,36806,0,9646,10590,16105,3895,370069,830811,26078,34924,446056,146096,40893,1133648,7062,5121,15376,44758,860,1427454,1211268,8171,2230,418239,100082,39821,18846,61293,110992,58817,19035,31011,1235,91642,225507,54182,351215,1025448,692,3711,1865,6741,4151,3804,1037954,3289,83000,38761,3201,282121,7614,3317,0,14149,9981,11411,9850,13972,9054,14293,7581,7087,2485,8763,46775,132104,237469,335067,5850,15086,34677,72188,173925,3489,4655,9134,2260,10521,56757,9409,1574,5199,2171,63591,50136,11274,26478,4766,5576,141414,26032,2747,0,1076
"D13C18A",43814,14339,0,0,4831,2296,25288,22435,28052,9197,74418,29415,164244,550,11530,66004,306809,25992,3661,5146,25114,467791,127467,1570344,3122,2080,40996,1530,11937,1761,6022,0,19825,94272,78783,55678,"17230",55267,6581,174035,1655310,212235,0,1894,1000,0,9965,107835,713299,31170,16277,66413,413061,1105939,12029,34931,10560,47501,2551,23293,11576,17612,3603,619110,1045381,25388,49258,578964,235341,32912,1207039,10127,30412,43873,47882,945,1351301,389381,6681,5561,41111,3385,32810,1975,2621,5025,0,2160,228,0,95442,145140,98872,617339,1094734,12933,6839,4045,0,6755,9982,1215215,5974,71400,104875,6006,533614,32644,2398,0,5334,6061,3470,4484,8809,6777,7253,8806,2199,2888,5570,42521,173769,173701,53080,9891,32860,161822,208231,201634,1103,4995,5862,2169,6162,42890,3236,6892,5939,990,19669,9804,3957,14232,2690,4109,389118,10140,2910,0,6242
"D13C16A",39369,18930,0,0,2281,1236,14307,8474,40226,4628,60134,22943,217935,5000,12773,49319,311124,40835,195,4213,23132,678723,101890,1473790,2446,6293,60153,1441,13666,5104,13031,1394,18928,86763,69521,49467,"15536",37008,2108,18993,518308,222391,0,0,504,2778,6623,75743,952911,47378,23932,75585,198415,1728655,25841,28255,9448,61011,0,22092,11679,11820,2793,374913,1417159,31185,23515,321414,462484,41794,1153360,7700,7896,26395,61931,3604,1416742,1218318,5199,3028,168917,24573,25492,3056,9678,45118,14830,8382,5557,0,94186,218578,74361,422950,1093270,4760,909,2298,0,6507,5269,1269001,6992,78179,7428,5560,556800,14485,2784,0,5737,1874,3452,8568,9112,5907,1806,9922,2293,1329,9107,16903,92956,214403,159683,5254,8588,30980,39849,166196,1416,2564,3848,2699,8396,50181,1610,1516,6176,769,19976,14617,4624,8239,2972,3970,157553,17150,1567,510,3576
"D14C14A",2119,4319,0,0,0,1410,8954,14690,0,3797,42594,22312,158018,3044,5194,38706,451133,28524,280,15402,36754,753117,110852,1737719,2298,7545,75475,5733,56671,3142,10365,1244,20951,111376,105224,67815,"11318",28762,2479,5655,19190,4071,0,0,1225,0,7462,111942,1229179,52423,26687,37845,352662,1768716,28328,20081,19682,123109,0,25607,7704,11298,2528,700637,1171023,25741,31579,486237,648046,58940,1639559,4163,27401,26862,84825,2191,1681489,624916,6872,7442,192269,21851,31032,2682,12776,43468,8666,5468,2702,5799,67345,161570,66586,386065,1328967,1096,1373,3912,0,6550,5480,826127,3655,76498,55051,7089,436178,15885,0,0,3136,2475,2688,2355,2406,1394,1239,2271,0,490,668,22510,57841,76090,63922,313,11380,20839,43477,59877,0,3266,4981,377,5443,20114,2840,0,3836,12866,22269,28438,2104,14320,0,258,122090,14316,620,2073,1926
"D14C13A",1475,17610,0,0,2408,7494,10299,16631,40569,2080,56746,33837,148324,3323,2652,18489,385615,22795,128,14948,42580,954811,70395,1724109,5551,5480,47202,4524,28014,6809,18916,0,19326,96187,37705,64243,"12368",35621,3349,7157,46694,21715,0,0,757,2285,5989,61468,1212728,42491,25551,19813,164242,1207418,33110,20967,10175,72680,0,33944,8661,6962,4457,380543,1729196,22154,38170,299543,245080,36740,1566745,7134,9053,29199,65419,1287,1618465,1161665,11792,4263,268876,28720,31388,8317,57629,97731,52159,16359,25470,0,67681,160824,39886,303525,1060141,1381,613,0,0,6796,3737,989100,1342,88342,34134,898,353997,8902,1703,0,6802,5443,3593,7600,14755,4090,10606,2723,1146,2509,15600,73611,114688,264596,386353,6274,16695,44001,72780,111302,2965,5751,13553,3891,7284,37535,4226,2203,6959,1051,51558,72533,6230,23113,2735,6121,117622,26050,3002,0,1342
"D14C16A",69349,3538,0,0,0,1138,24347,23333,12709,5802,39362,9385,215249,1583,11894,96146,447235,14120,0,24787,31744,227051,142160,0,1098,3761,18707,4106,12940,1559,9858,0,38580,171007,171159,74934,"22430",125643,9832,183610,293282,24850,0,0,0,0,22771,143494,458006,23422,1658,102028,329558,2399850,702,29697,4788,15260,3575,203740,20621,32651,7556,1685529,939165,10598,91577,679355,1575723,102289,1295124,12057,48215,56892,28990,2292,2059926,241316,7635,6593,196480,18357,40224,2978,6393,9098,2146,5619,850,1358,124356,82719,127683,439984,515255,14604,0,3633,18876,12864,19031,7151,0,39485,57156,3515,724764,30608,1952,0,3891,3766,2713,8043,7320,5800,10337,976,2576,1330,17370,24180,60132,58999,16290,9372,23250,84889,84871,37011,527,2645,2808,1674,2815,26098,2839,2733,1015,1217,14648,5985,3246,9581,1280,2563,97141,3117,2098,0,18982
"D14C24A",10748,4806,0,1226,2960,4486,13057,17973,18192,4224,49368,24027,204906,3563,8448,48585,370856,33806,2730,5075,22975,801681,94164,1741355,4532,7320,74061,3813,22548,2084,13089,0,18004,71386,68171,59905,"16156",39147,2126,14337,121699,16426,0,632,3020,0,9603,89335,1044347,48225,24601,37957,335909,1610877,23832,21468,19929,102413,1233,21883,7427,16309,2598,565756,1190954,27818,49192,543863,352740,40603,1339516,9868,33343,58774,79407,732,1732209,608644,4526,4659,286090,27183,28461,1699,14602,70609,12976,13628,8505,1052,73160,180569,78823,392832,1315088,5918,287,3293,0,6275,5678,1396509,6580,97546,84768,8569,507829,23625,2037,0,2684,2491,1980,5028,4464,3152,11407,2628,1380,2541,13925,27055,121679,152914,67096,2639,13353,43256,73702,69548,0,2181,3795,2954,3984,32132,2444,5769,6765,615,12882,8834,2746,7603,1593,2444,162354,5407,1600,0,0
"D14C23A",4196,22855,0,0,3023,4052,14916,17444,28607,3848,51422,18142,164810,3596,6005,43455,334094,27876,2622,8518,39460,908493,69892,1534789,5141,930,51457,3255,31722,7097,20298,0,19723,84241,82093,52711,"14162",38626,6458,24802,531954,119115,0,494,1078,2858,6504,79768,1157424,36213,21195,30167,284366,1617670,24091,20301,10501,72169,1623,9277,7684,15055,3118,425882,1365239,24816,48391,743785,594154,31811,1465816,9754,5858,40385,63857,308,1501698,657215,5433,3287,148171,17601,32851,1606,15079,39173,11760,5167,5379,0,84090,176221,67876,380021,1046469,664,175,0,0,5425,4187,1180046,5097,110637,54896,6146,453336,17019,2913,0,8174,10662,7199,8007,17443,13557,6135,8012,3037,2593,4953,22237,134095,137784,124986,6475,12887,43232,50931,84883,1319,2106,3846,2122,7714,47740,5850,5226,8888,1117,26725,14412,4841,8100,2516,3162,149588,4281,1570,0,3725
"D14C26A",76118,5305,0,0,3444,3300,29599,13583,17076,9337,54175,17138,187302,4752,11074,76362,318658,25205,0,4449,23319,419857,127033,1446518,2231,5162,41392,799,17961,1697,13864,0,32807,45358,96767,68121,"26099",87620,7929,251306,1354249,95322,0,887,744,0,15686,130915,633991,39732,15883,102431,416215,1373253,10981,40032,10230,43235,2437,70376,17613,35025,5142,994075,493334,21724,58605,589921,974800,55068,1351518,5513,45179,61304,44988,1903,1332218,277800,3009,5530,85350,10030,42360,1759,3752,7994,1913,3941,641,0,103346,141524,109745,592486,964844,24871,6959,4956,0,7370,13001,1184154,5208,67172,6527,5571,592277,35017,1644,0,4754,4462,2242,8507,5807,5524,7608,6396,4042,4125,8191,33258,124986,127199,14028,7982,25274,103294,111233,65921,0,2372,1661,2061,1265,43799,2107,8419,7162,543,12272,5562,2215,6843,1446,2411,143552,3254,2397,380,17569
